District,Year,Season,Crop,Land Area (ha),Rainfall (mm),Temperature (°C),Humidity (%),Irrigation (%),Fertilizer Usage (kg/ha),Yield (t/ha)
West Godavari,2024,Kharif,Chili,9508.47,1547.26,31.87,73.54,64.89,143.15,2.69
West Godavari,2022,Rabi,Maize,7047.24,1706.55,31.73,82.1,92.79,83.09,5.11
Chittoor,2020,Rabi,Pulses,632.52,739.82,32.32,72.7,32.86,181.29,0.99
West Godavari,2021,Kharif,Cotton,911.24,1585.21,29.11,85.68,60.33,186.2,3.08
Srikakulam,2020,Rabi,Sugarcane,2236.48,838.96,31.16,78.34,72.59,149.54,2.98
Srikakulam,2024,Rabi,Cotton,5860.73,1071.01,31.1,81.58,76.98,185.36,2.89
Kurnool,2020,Kharif,Maize,2174.82,1132.31,35.67,76.5,53.22,158.08,1.08
Visakhapatnam,2022,Rabi,Cotton,8559.98,707.69,26.62,60.83,46.2,192.9,1.92
Kurnool,2020,Kharif,Sugarcane,5657.95,1165.48,35.65,76.15,50.83,193.58,1.69
West Godavari,2021,Rabi,Maize,5159.04,1606.88,28.5,78.75,84.6,156.52,4.17
Srikakulam,2021,Rabi,Groundnut,8043.47,1652.07,29.82,61.28,73.26,95.8,4.05
West Godavari,2020,Kharif,Sugarcane,3680.15,1192.98,31.22,76.23,67.03,112.87,3.0
Anantapur,2020,Kharif,Cotton,6350.39,703.22,35.25,51.02,62.4,192.29,0.57
Guntur,2022,Rabi,Chili,9039.95,1476.23,28.85,64.01,94.59,142.08,3.35
Nellore,2022,Rabi,Groundnut,8625.35,754.33,32.8,73.79,58.71,162.51,1.77
Prakasam,2022,Kharif,Pulses,9755.14,1043.88,31.68,82.23,93.67,104.64,2.04
Srikakulam,2020,Rabi,Cotton,7671.67,1404.42,28.47,77.06,59.95,110.75,2.92
Kadapa,2023,Rabi,Rice,6413.59,652.55,31.63,73.6,46.22,173.0,0.79
Kurnool,2024,Rabi,Maize,5225.6,600.26,30.91,56.86,95.79,130.78,2.02
Anantapur,2022,Rabi,Groundnut,4216.99,484.74,34.26,51.17,56.25,80.56,0.9
Visakhapatnam,2021,Kharif,Sugarcane,3946.17,1287.05,27.92,71.31,82.39,108.78,3.29
East Godavari,2020,Rabi,Sugarcane,7628.79,1172.17,28.48,74.07,95.16,143.87,4.28
Prakasam,2024,Rabi,Chili,6843.35,687.21,36.69,82.77,90.44,179.24,2.41
Krishna,2022,Kharif,Sugarcane,7966.04,973.98,31.01,65.53,70.19,127.93,4.16
Anantapur,2024,Rabi,Maize,8158.58,750.48,39.32,52.36,86.78,177.18,1.66
Guntur,2024,Kharif,Pulses,5659.84,1339.19,26.91,85.34,88.25,154.32,3.49
Visakhapatnam,2020,Rabi,Cotton,3435.03,916.55,33.55,65.72,46.06,198.49,2.04
Anantapur,2023,Rabi,Chili,8290.57,633.23,30.72,75.03,48.34,163.69,0.5
Krishna,2022,Kharif,Pulses,8015.27,1166.56,32.6,83.15,79.34,93.6,4.2
Kurnool,2022,Rabi,Pulses,1518.12,566.05,32.73,85.16,36.62,117.78,0.66
East Godavari,2020,Rabi,Rice,4927.07,1997.28,27.8,67.86,44.2,142.46,2.79
Guntur,2022,Rabi,Maize,1777.17,1283.08,34.93,76.92,62.11,89.69,2.73
Kurnool,2024,Kharif,Cotton,4969.01,836.22,37.78,73.28,97.4,97.01,3.2
Chittoor,2023,Kharif,Maize,2500.3,727.58,37.46,87.46,86.05,189.52,1.69
Anantapur,2022,Rabi,Sugarcane,8966.33,550.11,29.9,75.35,93.29,109.9,0.64
West Godavari,2022,Kharif,Tobacco,3898.83,1626.79,33.84,85.25,51.17,114.27,1.86
Kadapa,2022,Rabi,Maize,6387.96,503.01,34.11,60.66,44.43,95.15,0.83
Anantapur,2024,Kharif,Tobacco,9749.69,682.91,30.5,77.93,43.9,95.23,0.65
Vizianagaram,2022,Kharif,Tobacco,8524.67,1195.57,25.64,78.19,92.4,142.48,3.35
Anantapur,2023,Kharif,Cotton,9609.35,315.08,28.02,75.16,76.2,135.7,0.63
Chittoor,2022,Rabi,Sugarcane,4126.5,947.56,27.4,76.82,81.21,125.5,1.65
Srikakulam,2023,Rabi,Maize,5786.96,824.03,32.35,74.08,88.6,106.18,3.31
Kadapa,2024,Kharif,Chili,647.04,512.02,33.29,76.89,86.69,108.22,1.49
Kadapa,2021,Kharif,Chili,1479.56,504.23,28.44,76.17,73.38,125.04,1.07
Anantapur,2021,Rabi,Sugarcane,5755.22,721.55,29.4,83.39,84.77,183.19,1.2
Anantapur,2020,Rabi,Rice,8378.5,367.08,31.77,56.69,35.3,171.02,0.42
Krishna,2022,Rabi,Sugarcane,4799.21,1226.17,29.81,60.23,61.11,113.25,3.7
Visakhapatnam,2023,Rabi,Rice,7274.73,939.7,30.01,70.57,44.78,149.58,1.47
East Godavari,2022,Kharif,Tobacco,2970.72,1061.78,31.65,79.75,95.93,199.23,5.32
Kadapa,2020,Rabi,Sugarcane,3663.31,904.24,27.82,72.24,49.57,165.95,1.29
West Godavari,2021,Rabi,Sugarcane,7296.54,1272.91,26.23,88.43,77.82,112.98,2.75
Vizianagaram,2020,Kharif,Rice,1498.85,788.32,28.5,75.89,81.52,150.53,2.58
Kurnool,2023,Kharif,Tobacco,1557.68,1180.4,30.8,74.54,79.7,91.31,2.2
Chittoor,2021,Rabi,Maize,9159.37,685.12,35.45,75.8,80.95,189.51,1.95
Prakasam,2023,Kharif,Chili,5753.27,529.13,27.09,59.0,38.22,105.15,1.23
West Godavari,2020,Kharif,Groundnut,1920.67,1715.06,26.09,78.31,84.23,95.42,4.61
Visakhapatnam,2024,Kharif,Pulses,5850.85,803.15,33.02,69.16,57.07,190.61,2.14
Srikakulam,2024,Rabi,Pulses,2475.56,1313.36,30.8,61.06,50.57,130.85,2.57
East Godavari,2023,Kharif,Sugarcane,3355.49,1933.51,24.73,79.75,46.55,147.36,2.18
West Godavari,2022,Kharif,Groundnut,1212.93,1185.08,29.92,51.02,70.52,162.41,3.64
Nellore,2021,Rabi,Groundnut,1824.92,1206.25,26.18,50.83,71.65,95.28,2.93
Nellore,2022,Rabi,Groundnut,8217.8,897.83,31.78,51.12,38.37,97.64,1.34
Visakhapatnam,2021,Kharif,Maize,8643.2,895.02,28.1,86.47,99.42,105.1,2.53
Anantapur,2023,Kharif,Groundnut,8594.19,407.8,30.64,60.84,95.14,96.85,1.92
Kurnool,2024,Rabi,Cotton,8974.94,1039.93,30.08,53.28,68.74,141.49,1.37
Guntur,2023,Kharif,Chili,9530.26,1145.24,34.23,64.18,91.74,192.25,3.96
Nellore,2023,Kharif,Rice,6226.66,891.77,33.19,62.32,63.89,112.79,1.95
Krishna,2020,Rabi,Groundnut,5691.56,1556.88,32.41,53.39,94.78,128.75,4.77
Prakasam,2024,Kharif,Maize,1932.14,870.05,32.53,64.34,49.88,115.78,0.8
Kurnool,2020,Rabi,Sugarcane,3921.5,795.01,36.34,87.59,74.98,146.13,1.2
Srikakulam,2022,Rabi,Sugarcane,5920.36,824.12,24.9,73.11,55.13,182.62,2.28
Srikakulam,2021,Kharif,Tobacco,8624.93,1438.08,30.05,56.56,70.74,97.91,2.97
Guntur,2022,Kharif,Cotton,7488.92,871.78,34.66,63.78,97.99,80.33,3.14
West Godavari,2020,Rabi,Rice,3020.82,1658.42,24.26,74.72,55.32,184.33,2.73
Visakhapatnam,2021,Rabi,Chili,8748.82,705.08,32.24,50.44,59.54,93.1,1.76
Krishna,2020,Kharif,Chili,2831.46,1285.42,27.26,74.15,92.28,181.62,4.14
Chittoor,2020,Rabi,Groundnut,8893.33,882.13,37.88,74.66,30.02,84.81,0.54
Chittoor,2024,Rabi,Groundnut,8436.36,854.64,36.17,77.71,62.85,154.27,0.98
Anantapur,2021,Kharif,Tobacco,1425.85,509.0,29.41,75.07,95.01,125.7,1.94
Anantapur,2023,Kharif,Tobacco,4937.09,552.87,37.47,78.16,95.13,186.69,1.52
Chittoor,2023,Kharif,Maize,2174.5,767.09,28.21,69.2,74.47,139.5,1.36
Guntur,2024,Rabi,Groundnut,6930.82,1248.43,28.99,85.01,42.35,98.71,1.11
Nellore,2020,Rabi,Maize,2927.69,1152.35,28.69,70.43,33.31,82.91,1.23
Nellore,2020,Kharif,Chili,9871.82,756.36,35.15,81.41,57.68,87.75,1.87
Chittoor,2020,Rabi,Sugarcane,7613.81,836.83,26.73,63.16,60.5,141.13,1.71
Srikakulam,2020,Rabi,Chili,2421.0,1008.6,30.92,87.19,80.94,101.1,3.65
Kadapa,2021,Rabi,Pulses,9733.85,616.87,29.62,67.8,66.91,189.8,1.38
Srikakulam,2022,Rabi,Sugarcane,6571.31,1165.65,25.59,57.48,37.71,84.69,1.58
Nellore,2020,Rabi,Maize,3027.79,1110.34,28.88,50.53,31.75,141.63,1.17
Kadapa,2020,Rabi,Rice,769.55,475.27,36.05,80.87,32.5,170.87,0.61
West Godavari,2021,Rabi,Groundnut,7104.15,1663.76,28.42,81.68,41.31,119.63,1.74
West Godavari,2024,Rabi,Cotton,1229.71,1407.16,30.45,50.68,96.05,182.73,3.42
Vizianagaram,2023,Kharif,Tobacco,3365.4,1303.94,26.9,82.76,90.18,167.33,3.77
Visakhapatnam,2023,Rabi,Maize,6010.76,1494.23,25.88,68.73,55.13,88.23,2.21
Anantapur,2020,Kharif,Chili,4150.31,665.83,31.19,60.16,49.6,133.03,0.59
West Godavari,2022,Kharif,Chili,5730.37,1395.75,27.82,88.32,52.36,188.19,2.63
Vizianagaram,2024,Rabi,Sugarcane,9958.81,1033.45,34.95,61.84,41.79,169.54,1.45
Visakhapatnam,2022,Rabi,Rice,4567.57,1046.37,29.51,58.87,54.81,87.34,1.82
Vizianagaram,2020,Kharif,Cotton,3628.07,1159.04,24.55,85.18,37.93,115.11,1.15
East Godavari,2023,Kharif,Chili,2451.63,1747.79,25.33,86.63,39.59,189.42,1.42
Vizianagaram,2021,Rabi,Rice,7419.66,1155.18,33.68,84.61,84.96,117.68,2.79
Kurnool,2020,Rabi,Maize,1628.67,712.71,36.56,56.31,90.27,156.74,2.74
Kurnool,2021,Rabi,Groundnut,5788.81,559.16,34.89,82.73,69.55,163.0,2.26
Krishna,2023,Kharif,Rice,3026.53,1510.23,33.58,67.72,31.8,97.27,1.55
West Godavari,2021,Kharif,Rice,8184.81,1061.45,29.3,60.54,78.06,181.09,3.87
Kadapa,2020,Kharif,Sugarcane,3965.52,980.3,34.83,86.32,49.51,116.06,0.96
West Godavari,2024,Kharif,Chili,2140.33,1135.84,24.71,50.57,65.29,194.52,3.52
Kurnool,2024,Rabi,Tobacco,4363.01,682.44,36.71,86.13,34.43,83.57,0.73
Kadapa,2022,Rabi,Rice,1961.59,793.05,34.57,68.27,56.66,181.73,0.77
East Godavari,2020,Kharif,Maize,7115.7,1659.08,29.14,80.97,75.61,184.57,2.93
Srikakulam,2022,Kharif,Rice,2567.82,871.46,31.83,56.9,74.5,157.9,2.78
West Godavari,2021,Rabi,Groundnut,3313.6,1233.95,25.66,87.36,87.98,157.48,3.45
Vizianagaram,2022,Rabi,Tobacco,568.12,1085.35,34.28,69.67,92.73,173.25,3.95
Prakasam,2024,Kharif,Tobacco,2980.52,608.15,31.35,77.58,81.54,131.97,1.18
West Godavari,2021,Rabi,Maize,8276.97,1386.3,24.08,56.12,97.28,162.14,3.73
Vizianagaram,2020,Rabi,Rice,9309.91,707.11,32.57,69.3,92.04,134.15,2.59
Chittoor,2022,Kharif,Chili,2696.72,729.96,28.29,85.21,54.85,176.56,0.86
Chittoor,2023,Kharif,Cotton,5797.5,869.78,29.81,89.94,81.73,163.26,2.73
Nellore,2023,Rabi,Sugarcane,6372.1,900.22,25.72,71.18,88.29,191.79,3.36
Srikakulam,2022,Kharif,Groundnut,7939.35,1183.8,28.06,74.77,93.15,186.05,3.36
West Godavari,2024,Kharif,Rice,5216.6,1383.21,32.54,69.93,83.29,171.04,3.42
Nellore,2023,Rabi,Groundnut,1316.86,1223.46,28.85,63.85,88.42,102.59,2.86
Prakasam,2020,Rabi,Tobacco,1226.23,646.64,33.13,71.45,81.75,119.59,2.53
Kadapa,2023,Kharif,Sugarcane,6081.15,457.09,35.71,64.52,55.08,185.56,1.42
Anantapur,2022,Rabi,Rice,5670.42,732.42,36.36,58.64,44.69,171.45,0.49
Chittoor,2021,Kharif,Tobacco,8804.82,948.9,31.16,50.72,59.38,193.49,1.51
Visakhapatnam,2022,Kharif,Pulses,9279.89,799.95,28.63,57.38,48.99,145.82,1.46
Kurnool,2021,Rabi,Groundnut,2516.57,918.58,27.58,84.78,51.5,185.11,0.84
Kurnool,2021,Kharif,Groundnut,6003.07,680.05,34.43,51.85,74.52,172.72,0.83
Prakasam,2024,Kharif,Pulses,902.64,865.07,26.04,52.76,96.61,98.53,3.17
Anantapur,2024,Rabi,Sugarcane,6777.17,557.78,38.45,81.91,83.49,140.57,1.42
Kurnool,2023,Rabi,Cotton,4484.7,668.79,27.69,55.02,53.11,195.89,1.01
Anantapur,2022,Rabi,Pulses,2206.11,644.08,31.56,73.8,35.85,153.44,0.31
Chittoor,2022,Kharif,Tobacco,8536.39,729.89,27.74,67.09,89.51,192.1,1.71
Prakasam,2020,Rabi,Groundnut,4806.39,962.53,32.32,87.36,59.38,178.41,0.96
Visakhapatnam,2020,Rabi,Tobacco,2884.45,1413.96,30.95,73.71,52.96,150.11,1.49
Visakhapatnam,2023,Kharif,Groundnut,8774.37,1005.8,31.79,55.32,50.19,171.21,2.05
Anantapur,2023,Rabi,Rice,2735.27,672.95,28.1,71.38,65.12,143.27,0.69
Krishna,2020,Rabi,Chili,936.32,1251.64,29.71,64.31,57.88,84.17,2.43
West Godavari,2024,Rabi,Chili,9168.28,1130.71,26.58,64.25,30.94,167.77,1.55
Prakasam,2024,Kharif,Sugarcane,2469.26,603.67,29.57,80.25,45.91,120.77,1.41
Guntur,2020,Kharif,Pulses,8317.68,1433.66,28.35,71.07,68.06,81.55,1.86
Krishna,2023,Kharif,Chili,6176.89,1235.65,28.25,52.28,30.78,81.49,1.35
Nellore,2024,Rabi,Sugarcane,2134.93,636.12,33.98,57.65,34.46,94.54,1.1
Prakasam,2020,Rabi,Maize,6312.69,864.42,33.08,85.5,33.46,193.68,0.63
East Godavari,2021,Rabi,Chili,2628.82,1263.99,29.26,71.55,62.02,185.34,3.27
Krishna,2021,Rabi,Tobacco,8843.89,1541.27,25.86,56.15,53.5,152.48,1.94
Anantapur,2020,Kharif,Maize,9198.94,476.28,33.94,80.51,91.38,141.48,1.72
Chittoor,2023,Rabi,Rice,5022.93,783.65,37.94,53.22,84.0,199.47,2.64
Prakasam,2022,Rabi,Sugarcane,2471.5,866.56,32.74,69.06,65.21,165.24,1.77
Kadapa,2021,Kharif,Cotton,9052.62,470.06,36.88,59.44,45.11,98.25,1.03
Krishna,2024,Rabi,Sugarcane,3651.47,1415.22,29.28,59.46,94.03,93.17,4.45
Prakasam,2022,Kharif,Cotton,8944.29,708.26,33.19,66.16,83.52,138.55,2.64
Srikakulam,2024,Kharif,Groundnut,7462.21,1116.85,29.01,73.97,98.81,87.26,4.1
Visakhapatnam,2024,Kharif,Tobacco,2577.44,1001.8,28.29,58.97,57.68,95.0,1.77
Vizianagaram,2024,Rabi,Maize,9186.98,992.95,29.55,50.64,34.17,148.98,1.41
West Godavari,2023,Kharif,Pulses,3278.9,1549.22,28.58,53.76,71.75,137.65,4.15
Nellore,2022,Kharif,Tobacco,6009.67,1258.32,34.74,73.63,55.69,102.04,1.83
West Godavari,2024,Kharif,Pulses,9450.7,1281.68,27.37,56.94,98.26,166.37,5.56
Srikakulam,2024,Rabi,Sugarcane,8359.2,1463.92,30.24,54.26,55.35,181.49,2.09
Prakasam,2021,Kharif,Tobacco,5367.22,408.03,36.06,52.93,97.38,98.48,2.12
Kadapa,2021,Kharif,Chili,3479.09,693.01,29.06,77.36,44.23,190.67,0.56
Kadapa,2023,Rabi,Maize,2216.5,405.2,37.16,65.37,64.45,104.43,0.82
East Godavari,2020,Kharif,Pulses,6021.43,1088.37,28.72,59.2,90.91,184.66,5.29
Vizianagaram,2020,Rabi,Maize,3825.53,1191.24,25.66,67.07,52.24,142.22,2.33
West Godavari,2023,Rabi,Groundnut,8171.72,1788.1,29.47,80.76,35.05,190.7,1.37
Nellore,2021,Rabi,Pulses,1222.88,868.9,30.43,57.41,46.87,80.52,1.26
Anantapur,2024,Rabi,Sugarcane,5526.73,515.43,31.17,82.18,48.61,114.74,0.46
Prakasam,2021,Rabi,Sugarcane,5116.11,572.07,34.44,57.37,98.08,144.3,2.05
Visakhapatnam,2024,Kharif,Sugarcane,9371.64,717.34,30.07,56.84,68.48,137.17,2.24
West Godavari,2020,Rabi,Tobacco,6580.68,1044.35,30.12,87.12,43.87,98.2,2.42
Prakasam,2024,Kharif,Chili,943.99,742.78,30.18,53.54,46.86,109.38,1.59
West Godavari,2023,Rabi,Pulses,7647.58,1564.9,29.06,83.59,80.39,159.75,3.1
Srikakulam,2020,Rabi,Pulses,8753.68,881.3,25.02,61.06,84.55,91.78,4.15
Vizianagaram,2024,Kharif,Chili,7942.71,1316.18,34.3,87.45,40.23,186.22,1.61
Srikakulam,2021,Rabi,Pulses,5529.0,991.28,32.26,70.46,67.46,80.68,2.54
Srikakulam,2020,Rabi,Rice,1822.05,1050.02,33.93,61.37,85.47,80.52,3.05
Prakasam,2024,Kharif,Groundnut,2727.0,576.21,27.11,84.85,83.85,167.18,2.59
Kadapa,2024,Rabi,Groundnut,4710.14,428.42,30.65,75.58,41.64,158.15,0.55
Srikakulam,2023,Kharif,Groundnut,9695.44,1076.2,25.33,63.38,83.96,96.65,4.65
Chittoor,2022,Kharif,Cotton,9973.55,614.96,32.17,74.57,43.15,184.54,0.87
Visakhapatnam,2020,Kharif,Rice,2946.93,1130.62,30.05,77.86,65.77,141.23,2.74
Guntur,2021,Kharif,Chili,5829.17,903.87,26.65,63.9,70.84,198.26,2.92
Visakhapatnam,2024,Kharif,Rice,3347.13,1287.31,24.52,89.0,42.96,115.56,1.36
Visakhapatnam,2021,Kharif,Rice,4015.29,1282.2,30.45,71.2,33.1,157.78,1.53
Prakasam,2024,Rabi,Sugarcane,7305.15,585.5,35.57,81.11,84.29,117.44,2.11
Nellore,2024,Rabi,Tobacco,4329.47,1019.3,29.38,61.28,92.77,150.71,2.56
East Godavari,2022,Rabi,Chili,2148.61,1140.92,26.64,78.95,95.48,117.49,5.4
Guntur,2020,Rabi,Groundnut,8681.49,1016.04,28.15,74.87,97.06,167.6,3.58
Anantapur,2020,Kharif,Tobacco,9280.85,480.95,34.94,53.26,65.25,118.6,1.43
Visakhapatnam,2021,Rabi,Rice,5391.84,710.04,33.27,87.16,78.41,173.13,2.38
Srikakulam,2022,Kharif,Tobacco,3055.38,915.06,33.58,72.76,97.62,125.71,4.81
Nellore,2024,Kharif,Cotton,2139.96,1079.04,30.45,89.62,62.11,157.23,2.88
Visakhapatnam,2023,Kharif,Tobacco,5890.61,1039.45,33.23,75.74,72.5,165.84,2.04
Guntur,2020,Kharif,Chili,7436.77,808.85,33.92,56.01,41.27,144.12,1.18
Anantapur,2023,Kharif,Pulses,7938.97,796.45,36.6,89.4,94.15,96.31,1.88
Chittoor,2024,Rabi,Groundnut,6099.48,891.45,34.96,70.41,83.72,153.65,2.67
Krishna,2024,Rabi,Groundnut,5916.35,952.46,30.21,71.05,82.25,113.02,4.36
Prakasam,2020,Rabi,Tobacco,9429.79,1040.01,27.24,71.51,30.35,166.0,0.56
Guntur,2023,Kharif,Cotton,8172.96,1272.16,28.75,60.73,79.07,184.73,2.83
Vizianagaram,2023,Kharif,Rice,7184.37,990.31,25.07,68.5,57.47,162.01,2.55
Nellore,2022,Rabi,Pulses,867.81,1004.82,28.09,55.98,32.96,110.59,0.92
Prakasam,2021,Kharif,Groundnut,9104.9,826.83,32.83,60.45,68.49,146.27,1.16
West Godavari,2024,Rabi,Sugarcane,4536.99,1182.5,26.13,83.81,46.32,153.55,2.07
Vizianagaram,2022,Rabi,Maize,922.81,1179.27,29.57,85.43,92.21,167.95,4.22
Krishna,2021,Rabi,Groundnut,8593.65,1199.35,28.29,65.53,77.19,80.9,2.76
East Godavari,2021,Kharif,Tobacco,2124.92,1089.43,25.92,55.19,85.58,134.01,5.67
Kurnool,2022,Rabi,Groundnut,4943.78,822.58,34.54,71.64,47.22,121.59,0.58
West Godavari,2020,Kharif,Maize,1456.16,1411.74,24.93,88.75,94.19,155.87,4.63
Visakhapatnam,2023,Kharif,Cotton,9494.11,775.76,28.87,88.56,84.03,117.96,3.36
Krishna,2024,Kharif,Cotton,9127.24,1485.41,27.67,85.08,61.69,152.83,3.42
Guntur,2024,Kharif,Tobacco,8072.17,949.07,34.76,74.57,57.9,131.03,2.34
West Godavari,2022,Rabi,Groundnut,1014.66,1058.18,24.96,71.92,31.76,110.9,1.67
West Godavari,2024,Kharif,Maize,3548.72,1041.52,26.28,81.22,48.52,125.65,2.47
Krishna,2021,Kharif,Groundnut,6084.64,952.83,27.95,53.05,58.0,167.46,3.48
Visakhapatnam,2024,Kharif,Groundnut,2351.61,1322.2,24.56,56.74,93.04,127.87,2.91
Anantapur,2020,Kharif,Pulses,6280.36,655.36,28.15,71.2,64.52,100.77,1.06
Kadapa,2021,Kharif,Cotton,7138.29,637.39,28.38,63.08,86.33,106.21,2.25
Srikakulam,2021,Kharif,Groundnut,4176.11,1624.1,32.5,87.26,72.03,98.77,3.3
West Godavari,2024,Rabi,Rice,2063.21,1077.95,24.42,73.13,30.42,89.28,1.15
Vizianagaram,2022,Kharif,Groundnut,1825.66,935.3,26.45,70.56,98.63,127.09,3.1
Kadapa,2023,Rabi,Pulses,6541.95,883.52,35.55,63.09,61.37,167.85,1.59
Kurnool,2022,Rabi,Groundnut,2626.55,799.92,31.19,66.36,99.02,112.55,2.78
Anantapur,2021,Rabi,Maize,9589.75,694.3,33.99,55.09,98.7,162.89,1.39
Prakasam,2022,Rabi,Rice,6880.93,908.59,31.03,70.26,34.07,197.37,0.5
Chittoor,2022,Kharif,Chili,9815.51,976.54,27.99,75.75,96.21,140.35,2.34
West Godavari,2023,Rabi,Chili,4580.34,1282.89,27.23,71.1,31.23,152.45,1.49
Guntur,2021,Kharif,Maize,7534.76,1461.11,33.33,84.57,97.61,161.08,4.54
Visakhapatnam,2021,Rabi,Pulses,3662.96,1062.13,30.32,63.72,93.42,87.19,2.76
Nellore,2021,Kharif,Chili,4854.04,638.2,25.25,80.27,70.59,166.73,2.26
Prakasam,2021,Kharif,Sugarcane,6062.37,426.31,34.16,65.3,40.72,96.6,1.2
East Godavari,2024,Kharif,Rice,1314.16,1854.9,24.61,64.02,79.18,117.73,3.59
Nellore,2024,Rabi,Sugarcane,5903.93,862.53,27.57,56.51,96.85,196.63,2.97
Chittoor,2022,Rabi,Sugarcane,8338.61,795.83,29.13,74.94,97.29,128.5,3.21
Vizianagaram,2023,Rabi,Pulses,4781.57,922.69,27.14,83.45,51.98,84.43,1.82
Anantapur,2024,Rabi,Tobacco,5115.94,740.35,35.49,81.19,92.77,167.83,1.27
Anantapur,2022,Rabi,Maize,4842.12,795.75,32.38,84.22,46.49,197.35,0.45
Srikakulam,2023,Rabi,Pulses,5442.95,1170.45,33.98,58.86,90.31,113.29,3.96
Srikakulam,2023,Kharif,Pulses,8411.62,1243.21,32.18,70.9,33.75,102.08,1.3
West Godavari,2022,Rabi,Groundnut,8134.34,1635.97,32.85,63.5,53.26,98.56,2.28
East Godavari,2024,Rabi,Cotton,8115.57,1598.23,28.87,64.46,75.29,86.84,2.8
Krishna,2022,Kharif,Tobacco,4914.09,1471.5,25.75,54.6,31.14,96.55,1.23
Prakasam,2022,Kharif,Sugarcane,4878.09,449.41,35.22,51.37,60.16,142.65,1.17
West Godavari,2024,Kharif,Maize,2615.63,1432.04,31.78,55.63,88.57,153.97,4.74
Chittoor,2022,Kharif,Maize,8548.9,789.36,31.18,71.25,31.19,185.34,0.39
Srikakulam,2022,Kharif,Tobacco,6231.01,1185.32,27.18,71.99,67.93,156.64,2.86
West Godavari,2020,Rabi,Groundnut,986.61,1293.38,30.38,83.76,35.89,95.71,1.82
Kurnool,2023,Rabi,Cotton,1360.73,737.01,30.38,78.35,97.32,177.33,1.17
Kadapa,2020,Rabi,Tobacco,5821.53,625.62,37.6,77.7,60.08,137.06,1.5
Prakasam,2022,Kharif,Tobacco,944.78,725.1,32.77,52.93,57.85,170.09,1.68
Guntur,2023,Rabi,Pulses,4477.35,1106.1,33.45,75.93,44.42,161.26,1.69
West Godavari,2023,Rabi,Groundnut,3223.9,1048.22,25.6,61.31,79.3,102.95,3.0
Guntur,2023,Kharif,Groundnut,4329.94,1341.53,27.44,88.58,81.23,89.4,3.68
East Godavari,2024,Rabi,Cotton,873.61,1917.11,26.36,87.39,81.07,185.66,3.86
East Godavari,2024,Kharif,Tobacco,7361.09,1297.66,25.51,57.02,70.13,113.04,3.55
Nellore,2022,Rabi,Rice,1226.34,1008.39,32.24,60.71,58.92,143.45,1.58
Kadapa,2023,Kharif,Pulses,7748.85,877.28,29.9,75.95,77.79,137.27,1.21
Anantapur,2020,Kharif,Pulses,3740.29,416.03,31.2,86.68,31.33,192.72,0.34
West Godavari,2022,Kharif,Groundnut,639.26,1351.56,30.67,79.47,61.06,126.37,3.42
Visakhapatnam,2020,Kharif,Sugarcane,501.4,1300.77,25.69,61.96,34.95,144.46,1.6
Kadapa,2022,Kharif,Rice,9605.5,643.51,37.46,67.28,65.6,110.96,1.46
Kurnool,2022,Kharif,Chili,1430.64,1199.43,30.99,81.98,91.39,81.91,2.14
Srikakulam,2020,Rabi,Groundnut,4636.84,914.77,27.82,75.95,55.58,180.95,1.95
Srikakulam,2020,Rabi,Groundnut,3546.66,953.42,29.48,70.11,54.65,142.54,2.95
Anantapur,2024,Kharif,Maize,4659.86,672.94,34.03,74.38,49.03,87.72,0.81
Guntur,2021,Kharif,Rice,8095.44,989.51,29.54,62.36,57.88,109.34,1.54
Vizianagaram,2023,Rabi,Cotton,1115.83,1378.07,33.78,84.93,35.82,101.36,1.15
Visakhapatnam,2024,Rabi,Maize,9487.24,1492.18,26.32,58.34,34.1,184.1,1.28
West Godavari,2024,Rabi,Groundnut,8745.18,1193.24,31.93,65.17,79.3,179.9,4.13
Kurnool,2023,Kharif,Groundnut,8494.06,565.91,28.9,80.72,72.58,151.66,1.52
Chittoor,2021,Kharif,Groundnut,6808.1,967.71,34.67,67.22,52.24,144.15,1.68
Visakhapatnam,2024,Kharif,Sugarcane,8279.44,1323.93,28.02,85.68,76.5,136.02,2.58
Prakasam,2024,Rabi,Rice,2106.11,1012.25,31.09,76.4,54.29,127.29,0.66
West Godavari,2023,Rabi,Tobacco,4037.29,1502.53,29.16,62.45,80.82,83.12,4.67
Chittoor,2023,Rabi,Maize,9932.32,538.4,27.48,74.17,37.17,151.45,0.57
Anantapur,2020,Kharif,Groundnut,2555.58,310.36,39.68,64.55,75.87,93.19,1.15
Vizianagaram,2024,Rabi,Tobacco,7141.79,1411.14,30.73,54.86,51.58,131.54,2.32
Guntur,2023,Kharif,Groundnut,8153.06,1401.37,34.59,88.29,36.41,129.7,1.12
Nellore,2022,Rabi,Rice,9751.8,786.31,31.61,70.35,45.16,104.02,1.14
Guntur,2021,Kharif,Cotton,4468.37,1196.71,28.19,55.35,42.09,107.84,1.9
Anantapur,2020,Kharif,Maize,8163.49,549.44,28.51,78.1,39.08,106.08,0.33
Guntur,2023,Kharif,Sugarcane,7356.41,828.56,29.25,52.03,32.69,102.38,1.24
Anantapur,2020,Rabi,Cotton,1484.15,302.11,32.02,59.71,94.79,171.82,1.2
Kadapa,2024,Rabi,Chili,7024.36,544.38,28.79,67.48,68.39,133.16,1.89
